SetMotionVectorPredictor                ,787121         ,204            ,173550         ,424.1          
PartitionMotionSearch                   ,49803          ,10941          ,20036646       ,637199.4       
BlockMotionSearch                       ,764938         ,4005           ,6460222        ,40902.0        
SubPelBlockMotionSearch                 ,763812         ,537            ,2780778        ,10731.0        
sign                                    ,7115211        ,30             ,38892          ,54.8           
Init_Motion_Search_Module               ,1              ,9387285        ,9387285        ,9387285.0      
AllocNalPayloadBuffer                   ,1              ,86454          ,86454          ,86454.0        
RBSPtoNALU                              ,2              ,549            ,3642           ,2095.5         
init_out_buffer                         ,1              ,5061           ,5061           ,5061.0         
GenerateParameterSets                   ,1              ,262570         ,262570         ,262570.0       
GenerateSequenceParameterSet            ,1              ,126372         ,126372         ,126372.0       
FreeParameterSets                       ,1              ,2190           ,2190           ,2190.0         
GenerateSeq_parameter_set_NALU          ,1              ,64686          ,64686          ,64686.0        
GenerateSeq_parameter_set_rbsp          ,1              ,20265          ,20265          ,20265.0        
GeneratePic_parameter_set_NALU          ,1              ,37035          ,37035          ,37035.0        
GeneratePic_parameter_set_rbsp          ,1              ,4812           ,4812           ,4812.0         
clear_rdopt                             ,1              ,26199          ,26199          ,26199.0        
encode_one_macroblock                   ,2475           ,698136         ,25922259       ,15312259.3     
RDCost_for_macroblocks                  ,29724          ,32091          ,6352620        ,169929.0       
Mode_Decision_for_Intra4x4Macroblock    ,8925           ,262950         ,588936         ,386899.5       
RDCost_for_8x8blocks                    ,37968          ,5526           ,112134         ,8568.1         
Mode_Decision_for_4x4IntraBlocks        ,141795         ,6684           ,130410         ,24555.8        
set_stored_macroblock_parameters        ,2475           ,4674           ,81108          ,7668.4         
init_rdopt                              ,1              ,71853          ,71853          ,71853.0        
delete_coding_state                     ,7              ,195            ,1719           ,478.3          
FastLine16Y_11                          ,11307098       ,27             ,229188         ,39.8           
UMVLine16Y_11                           ,6459739        ,30             ,61908          ,60.8           
FastPelY_14                             ,13471408       ,30             ,180255         ,42.4           
CloseSEIMessages                        ,1              ,15610          ,15610          ,15610.0        
encode_one_slice                        ,25             ,194254161      ,1922853795     ,1502248680.7   
dct_luma_16x16                          ,8925           ,13227          ,119727         ,16492.7        
dct_luma                                ,1407506        ,591            ,65177          ,838.2          
dct_chroma                              ,54598          ,2991           ,124374         ,3705.1         
intrapred_luma_16x16                    ,8925           ,1719           ,81384          ,4191.2         
intrapred_luma                          ,138598         ,486            ,37975          ,855.1          
Configure                               ,1              ,935225         ,935225         ,935225.0       
ParseContent                            ,1              ,457947         ,457947         ,457947.0       
PatchInp                                ,1              ,161119         ,161119         ,161119.0       
start_sequence                          ,1              ,1875768        ,1875768        ,1875768.0      
terminate_sequence                      ,1              ,1364637        ,1364637        ,1364637.0      
FmoStartPicture                         ,25             ,4317           ,5568           ,4831.6         
FmoGetFirstMBOfSliceGroup               ,200            ,333            ,1440           ,662.0          
FmoGetNextMBNr                          ,2500           ,96             ,73599          ,536.2          
FmoGetPreviousMBNr                      ,7375           ,39             ,17163          ,165.8          
FmoSliceGroupCompletelyCoded            ,50             ,264            ,1422           ,713.0          
FmoInit                                 ,25             ,2067           ,4704           ,3602.9         
SliceHeader                             ,25             ,2994           ,10346          ,4038.7         
ref_pic_list_reordering                 ,25             ,483            ,1923           ,1040.8         
dec_ref_pic_marking                     ,25             ,441            ,1890           ,981.4          
encode_one_frame                        ,25             ,230913672      ,1901960034     ,1527495815.9   
